id	char
2627	钉
2628	钓
2629	钝
2630	钞
2631	钟
2632	钢
2633	钤
2634	钥
2635	钮
2636	钱
2637	钻
2638	铁
2639	铃
2640	铅
2641	铎
2642	铐
2643	铜
2644	铭
2645	银
2646	铺
2647	链
2648	铿
2649	销
2650	锁
2651	锋
2652	错
2653	锢
2654	锦
2655	键
2656	锲
2657	锵
2658	锻
2659	镀
2660	镇
2661	镜
2662	镣
2663	长
2664	閃
2665	開
2666	门
2667	闪
2668	闭
2669	问
2670	闯
2671	闲
2672	间
2673	闷
2674	闹
2675	闻
2676	阁
2677	阅
2678	阑
2679	阔
2680	阙
2681	队
2682	阱
2683	防
2684	阳
2685	阴
2686	阵
2687	阶
2688	阻
2689	阿
2690	附
2691	际
2692	陆
2693	陈
2694	陋
2695	陌
2696	降
2697	限
2698	院
2699	除
2700	陨
2701	险
2702	陪
2703	陳
2704	陵
2705	陶
2706	陷
2707	陽
2708	随
2709	隐
2710	隔
2711	隙
2712	障
2713	隧
2714	隶
2715	隽
2716	难
2717	雄
2718	雅
2719	集
2720	雇
2721	雏
2722	雕
2723	離
2724	難
2725	雨
2726	雪
2727	零
2728	雷
2729	雾
2730	需
2731	霄
2732	震
2733	霍
2734	霎
2735	霓
2736	霜
2737	霞
2738	露
2739	霸
2740	霾
2741	青
2742	靓
2743	静
2744	非
2745	靠
2746	面
2747	革
2748	靶
2749	鞋
2750	鞭
2751	音
2752	韵
2753	顶
2754	顺
2755	须
2756	顽
2757	顾
2758	顿
2759	颁
2760	颂
2761	预
2762	颅
2763	领
2764	颇
2765	颈
2766	颓
2767	颖
2768	颗
2769	题
2770	颜
2771	额
2772	颠
2773	颤
2774	风
2775	飘
2776	飞
2777	食
2778	餐
2779	餸
2780	饥
2781	饭
2782	饮
2783	饰
2784	饱
2785	饵
2786	饿
2787	馀
2788	馁
2789	馅
2790	馆
2791	首
2792	馗
2793	香
2794	馨
2795	駛
2796	驕
2797	马
2798	驰
2799	驱
2800	驳
2801	驶
2802	驻
2803	驾
2804	骂
2805	骄
2806	骇
2807	骊
2808	骋
2809	验
2810	骑
2811	骗
2812	骚
2813	骤
2814	骨
2815	骹
2816	骼
2817	髂
2818	高
2819	髦
2820	髪
2821	鬓
2822	鬼
2823	魂
2824	魄
2825	魇
2826	魔
2827	鱼
2828	鲁
2829	鲍
2830	鲜
2831	鳅
2832	鸟
2833	鸠
2834	鸡
2835	鸣
2836	鸥
2837	鸦
2838	鸿
2839	鹅
2840	鹉
2841	鹦
2842	鹿
2843	麦
2844	麻
2845	麼
2846	麽
2847	黄
2848	黎
2849	黐
2850	黑
2851	默
2852	黯
2853	鼓
2854	鼻
2855	齐
2856	齿
2857	龄
2858	龙
2859	（
2860	）
2861	，
2862	：
2863	～
